Dataset,SurveyYear,CharacteristicId,CharacteristicCategory,CharacteristicLabel,IndicatorId,IndicatorType,Value,DenominatorWeighted,DenominatorUnweighted
Maternal_mortality_08,2016,1000,Total,Total,RH_PCCP_C_UNW,U,1376,1386,1376
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_ARI,I,3.4,2025,2026
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_ARI,I,3.1,3444,3413
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_NUM,D,2025,3444,2026
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_NUM,D,3444,3444,3413
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_UNW,U,2026,2025,3413
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_UNW,U,3413,3444,3413
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_ADV,I,96.9,68,59
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_ADV,I,87.6,107,94
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_ABI,I,46.7,68,59
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_ABI,I,42,107,94
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_NM2,D,68,107,59
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_NM2,D,107,107,94
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_UN2,U,59,68,94
Maternal_mortality_08,2016,1000,Total,Total,CH_ARIS_C_UN2,U,94,107,94
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_ADV,I,66.8,422,410
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_ADV,I,68.4,679,647
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_AML,I,0.2,422,410
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_AML,I,0.5,679,647
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_ABI,I,29.2,422,410
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_ABI,I,30.3,679,647
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_NUM,D,422,679,410
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_NUM,D,679,679,647
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_UNW,U,410,422,647
Maternal_mortality_08,2016,1000,Total,Total,CH_FEVT_C_UNW,U,647,679,647
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ADV,I,59.2,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ADV,I,63,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ORS,I,46.5,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ORS,I,51.4,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_RHF,I,67.2,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_RHF,I,72.5,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ORT,I,75.4,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ORT,I,80.5,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ZNC,I,33.7,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ZNC,I,36.8,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_INC,I,14.6,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_INC,I,15,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ORI,I,79.2,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ORI,I,83.3,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_NON,I,20.8,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_NON,I,16.7,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ABI,I,7.2,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_ABI,I,10.6,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_AMO,I,2.4,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_AMO,I,1.8,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_IVS,I,0.2,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_IVS,I,0.6,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_INJ,I,0.5,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_INJ,I,1.1,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_HOM,I,9.1,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_HOM,I,10.3,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_NOT,I,16.2,246,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_NOT,I,12.1,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_NUM,D,246,356,256
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_NUM,D,356,356,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_UNW,U,256,246,350
Maternal_mortality_08,2016,1000,Total,Total,CH_DIAT_C_UNW,U,350,356,350
